espèce source,interaction,espèce cible,source,poids,commentaire
laitue,favorise,sauge,"Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",1.0,
laitue,favorise,soucis,"Favorise d'après 'IDEP Foundation', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Wikipedia. Article ""Culture associée""', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3'",4.0,
laitue,favorise,thym,"Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",1.0,
laitue,favorise,tomate,"Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Wikipedia. Article ""Culture associée""', Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",6.0,
laitue,défavorise,tournesol,Défavorise d'après 'Rustica',1.0,
laitue,favorise,vigne,Favorise d'après 'Companion planting',1.0,
laurier sauce,favorise,cerfeuil,Favorise d'après 'Ooreka',1.0,
laurier sauce,favorise,persil,Favorise d'après 'Ooreka',1.0,
laurier sauce,défavorise,vigne,Défavorise d'après 'Ooreka',1.0,
lavande,favorise,agrumes,Favorise d'après 'Ooreka',1.0,
lavande,favorise,ail,Favorise d'après 'IDEP Foundation',1.0,
lavande,favorise,aubergine,"Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",1.0,
lavande,favorise,blettes,"Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'IDEP Foundation'",2.0,
lavande,défavorise,chicorée,"Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",1.0,
lavande,favorise,choux,"Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'IDEP Foundation'",2.0,
lavande,favorise,fraise,"Favorise d'après 'IDEP Foundation', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat'",2.0,
lavande,défavorise,laitue,"Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",1.0,
lavande,favorise,oseille,Favorise d'après 'Ekopedia : cultures associées',1.0,
lavande,défavorise,persil,"Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",1.0,
lavande,favorise,piment,"Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",1.0,
lavande,favorise,poivron,"Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",1.0,
lavande,favorise,pomme de terre,"Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",1.0,
lavande,défavorise,scarole,"Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",1.0,
lentille,défavorise,ail,"Défavorise d'après 'Ekopedia : cultures associées', Défavorise d'après 'Le Monde'",2.0,
lentille,défavorise,echalote,"Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Défavorise d'après 'Le Monde'",2.0,
lentille,défavorise,oignon,Défavorise d'après 'Le Monde',1.0,
lilas,favorise,menthe,Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager',1.0,
lin,défavorise,pomme de terre,"Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",1.0,
livèche,défavorise,céleris,"Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",1.0,
lupin,défavorise,ail,Défavorise d'après 'Ekopedia : cultures associées',1.0,
luzerne,défavorise,ail,Défavorise d'après 'Ekopedia : cultures associées',1.0,
luzerne,défavorise,ciboulette,"Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",1.0,
luzerne,défavorise,noyer,Défavorise d'après 'Ooreka',1.0,
maïs,défavorise,absinthe,Défavorise d'après 'Defi Ecologique',1.0,
maïs,favorise,aneth,Favorise d'après 'Companion planting',1.0,
maïs,favorise,betterave,"Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Plantes amies, ennemies'",1.0,
maïs,favorise,blettes,Favorise d'après 'Ekopedia : cultures associées',1.0,
maïs,défavorise,carotte,"Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",1.0,
maïs,favorise,choux,"Favorise d'après 'Companion planting', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",1.0,
maïs,favorise,concombre,"Favorise d'après 'IDEP Foundation', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'good and bad companions for vegetables', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'ATTRA. National Sustainable Agriculture Information Service', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Le potager de Marie', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Companion planting', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Companion gardening', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager'",19.0,
maïs,favorise,cornichon,"Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Le potager de Marie', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",6.0,
maïs,favorise,"courge, citrouille, potiron","Favorise d'après 'good and bad companions for vegetables', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Le potager de Marie', Favorise d'après 'Companion gardening', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Companion planting', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'ATTRA. National Sustainable Agriculture Information Service', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'IDEP Foundation', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Jean Monet. Le jardin des Monet'",20.0,
maïs,favorise,courgette,"Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'IDEP Foundation', Favorise d'après 'Ekopedia : cultures associées'",6.0,
maïs,défavorise,cresson,Défavorise d'après 'Defi Ecologique',1.0,
maïs,défavorise,céleris,"Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Défavorise d'après 'Ekopedia : cultures associées', Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Défavorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Défavorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",6.0,
maïs,favorise,epinard,"Favorise d'après 'Companion planting', Favorise d'après 'Le potager de Marie', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",3.0,
maïs,défavorise,fenouil,Défavorise d'après 'Defi Ecologique',1.0,
maïs,favorise,fève fèverole,"Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'IDEP Foundation', Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Companion gardening', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'ATTRA. National Sustainable Agriculture Information Service', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Le potager de Marie', Favorise d'après 'Bonnes et mauvaises associations dans le potager'",12.0,
maïs,favorise,haricots,"Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Companion planting', Favorise d'après 'good and bad companions for vegetables', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'ATTRA. National Sustainable Agriculture Information Service', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Companion gardening', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Le potager de Marie', Favorise d'après 'IDEP Foundation', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat'",18.0,
maïs,favorise,laitue,"Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Le potager de Marie', Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Défavorise d'après 'Companion planting'",1.0,
maïs,favorise,melon,"Favorise d'après 'Companion planting', Favorise d'après 'Le potager de Marie', Favorise d'après 'Companion gardening', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'good and bad companions for vegetables', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",10.0,
maïs,favorise,navet,"Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",1.0,
maïs,favorise,nectarine,Favorise d'après 'Ekopedia : cultures associées',1.0,
maïs,défavorise,noyer,Défavorise d'après 'Defi Ecologique',1.0,
maïs,défavorise,oignon,"Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",1.0,
maïs,favorise,origan,Favorise d'après 'IDEP Foundation',1.0,
maïs,favorise,panais,"Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'IDEP Foundation'",3.0,
maïs,favorise,persil,"Favorise d'après 'Companion planting', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",4.0,
maïs,favorise,piment,"Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",1.0,
maïs,favorise,pissenlit,"Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",1.0,
maïs,favorise,poireau,"Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",1.0,
maïs,favorise,pois,"Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'IDEP Foundation', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Companion planting', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Companion gardening', Favorise d'après 'Le potager de Marie', Favorise d'après 'good and bad companions for vegetables', Favorise d'après 'ATTRA. National Sustainable Agriculture Information Service', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",17.0,
maïs,favorise,poivron,"Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",1.0,
maïs,favorise,pomme de terre,"Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'ATTRA. National Sustainable Agriculture Information Service', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'IDEP Foundation', Favorise d'après 'Le potager de Marie', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Companion gardening', Favorise d'après 'Companion planting', Défavorise d'après 'Defi Ecologique', Défavorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Défavorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Défavorise d'après 'Jardipartage'",7.0,
maïs,favorise,pêche,Favorise d'après 'Ekopedia : cultures associées',1.0,
maïs,favorise,radis,"Favorise d'après 'IDEP Foundation', Favorise d'après 'Companion gardening', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Sustainable Gardening Australia', Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",3.0,
maïs,favorise,tomate,"Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Le potager de Marie', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Jean Monet. Le jardin des Monet', Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Défavorise d'après 'Companion planting', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Défavorise d'après 'Sustainable Gardening Australia', Défavorise d'après 'Companion gardening'",4.0,
maïs,favorise,topinambour,"Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",1.0,
maïs,favorise,tournesol,"Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Companion planting'",2.0,
melon,défavorise,absinthe,Défavorise d'après 'Defi Ecologique',1.0,
melon,favorise,basilic,"Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager'",2.0,
melon,favorise,brocoli,Favorise d'après 'Ekopedia : cultures associées',1.0,
melon,favorise,capucine,"Favorise d'après 'good and bad companions for vegetables', Favorise d'après 'Companion planting'",2.0,
melon,favorise,chou de bruxelles,Favorise d'après 'Ekopedia : cultures associées',1.0,
melon,favorise,choux,Favorise d'après 'Ekopedia : cultures associées',1.0,
melon,défavorise,concombre,"Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Défavorise d'après 'Rustica', Défavorise d'après 'Ekopedia : cultures associées', Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Défavorise d'après 'Jardipartage'",6.0,
melon,défavorise,cornichon,"Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Défavorise d'après 'Jardipartage', Défavorise d'après 'Rustica', Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Défavorise d'après 'Ekopedia : cultures associées'",5.0,
melon,défavorise,"courge, citrouille, potiron","Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Le potager de Marie', Défavorise d'après 'Rustica', Défavorise d'après 'Jardipartage', Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",3.0,
melon,défavorise,courgette,"Défavorise d'après 'Ekopedia : cultures associées', Défavorise d'après 'Jardipartage', Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",5.0,
melon,défavorise,cresson,Défavorise d'après 'Defi Ecologique',1.0,
melon,favorise,epinard,"Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Le potager de Marie', Favorise d'après 'Ecological Agriculture Projects, McGill University'",4.0,
melon,défavorise,fenouil,"Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Défavorise d'après 'Defi Ecologique'",2.0,
melon,favorise,fève fèverole,"Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",3.0,
melon,favorise,haricots,"Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager'",5.0,
melon,favorise,laitue,"Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",4.0,
melon,favorise,maïs,"Favorise d'après 'Companion planting', Favorise d'après 'Le potager de Marie', Favorise d'après 'Companion gardening', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'good and bad companions for vegetables', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",10.0,
melon,défavorise,noyer,Défavorise d'après 'Defi Ecologique',1.0,
melon,favorise,persil,"Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",1.0,
melon,favorise,pois,"Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",3.0,
melon,défavorise,pomme de terre,"Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Défavorise d'après 'Jardipartage', Défavorise d'après 'Rustica', Défavorise d'après 'Companion planting'",5.0,
melon,défavorise,pâtisson,"Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",1.0,
melon,favorise,radis,"Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'good and bad companions for vegetables', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Le potager de Marie', Favorise d'après 'Companion gardening', Favorise d'après 'Companion planting', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",7.0,
melon,défavorise,romarin,"Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",1.0,
melon,défavorise,sarriette,"Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",1.0,
melon,défavorise,sauge,"Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",1.0,
melon,favorise,thym,"Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",1.0,
melon,favorise,tournesol,"Favorise d'après 'Le potager de Marie', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins'",2.0,
menthe,défavorise,absinthe,Défavorise d'après 'Defi Ecologique',1.0,
menthe,favorise,aubergine,"Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",1.0,
menthe,favorise,brocoli,"Favorise d'après 'Le potager de Marie', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Companion gardening', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins'",4.0,
menthe,défavorise,carotte,"Défavorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Défavorise d'après 'Ekopedia : cultures associées', Défavorise d'après 'Defi Ecologique', Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",5.0,
menthe,favorise,chou de bruxelles,"Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Le potager de Marie', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Ekopedia : cultures associées'",4.0,
menthe,favorise,chou-rave,"Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",1.0,
menthe,favorise,choux,"Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Companion planting', Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Jardin Bio', Favorise d'après 'IDEP Foundation', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Favorise d'après 'Le potager de Marie', Favorise d'après 'Companion gardening', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",14.0,
menthe,défavorise,ciboulette,Défavorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat',1.0,
menthe,favorise,"courge, citrouille, potiron","Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Le potager de Marie'",3.0,
menthe,favorise,courgette,"Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",2.0,
menthe,défavorise,cresson,Défavorise d'après 'Defi Ecologique',1.0,
menthe,favorise,epinard,Favorise d'après 'Ekopedia : cultures associées',1.0,
menthe,défavorise,fenouil,Défavorise d'après 'Defi Ecologique',1.0,
menthe,défavorise,laitue,Défavorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat',1.0,
menthe,favorise,lilas,Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager',1.0,
menthe,favorise,navet,"Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Le potager de Marie', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",4.0,
menthe,défavorise,noyer,Défavorise d'après 'Defi Ecologique',1.0,
menthe,défavorise,oignon,Défavorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat',1.0,
menthe,favorise,pois,"Favorise d'après 'Companion gardening', Favorise d'après 'Ekopedia : cultures associées'",2.0,
menthe,favorise,pomme,Favorise d'après 'Ooreka',1.0,
menthe,défavorise,pomme de terre,Défavorise d'après 'Jardinage Biologique',1.0,
menthe,favorise,radis,"Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Défavorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat'",1.0,
menthe,favorise,tomate,"Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'good and bad companions for vegetables', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Companion planting', Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'IDEP Foundation', Défavorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat'",8.0,
moutarde,défavorise,asperge,Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager',1.0,
moutarde,défavorise,betterave,Défavorise d'après 'Companion planting',1.0,
mâche,défavorise,absinthe,Défavorise d'après 'Defi Ecologique',1.0,
